rank	pathway	description	mean_relative_abundance	prevalence	pathway_class	autotrophy_marker	mean_surface	mean_shallow_subsurface	mean_root_adjacent
369	PWY-7446	sulfoglycolysis	2.775743014e-05	0.8671556642	energy_central_metabolism	False	2.910146639e-05	1.955554354e-05	3.329527257e-05
370	PWY-6731	starch degradation III	2.566854325e-05	0.891605542	degradation_utilization	False	3.139345511e-05	1.852841942e-05	2.691478791e-05
371	PWY-6906	chitin derivatives degradation	2.504152284e-05	0.792991035	degradation_utilization	False	3.43942492e-05	2.41760257e-05	1.839709289e-05
372	THREOCAT-PWY	superpathway of L-threonine metabolism	2.358768195e-05	0.4694376528	other	False	3.743901353e-05	1.367526131e-05	2.068459526e-05
373	ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	2.24116869e-05	0.6169519152	degradation_utilization	False	2.600921921e-05	1.381488475e-05	2.64983949e-05
374	ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	2.24116869e-05	0.6169519152	degradation_utilization	False	2.600921921e-05	1.381488475e-05	2.64983949e-05
375	ECASYN-PWY	enterobacterial common antigen biosynthesis	2.066434714e-05	0.6536267319	biosynthesis	False	2.605867283e-05	1.250006041e-05	2.299325871e-05
376	PWY-1882	superpathway of C1 compounds oxidation to CO2	2.057000283e-05	0.8541157294	energy_central_metabolism	False	1.472591453e-05	1.477683867e-05	2.98130332e-05
377	PWY-6919	neopentalenoketolactone and pentalenate biosynthesis	1.999292165e-05	0.8076609617	biosynthesis	False	1.550109995e-05	1.62848201e-05	2.649871146e-05
378	PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	1.929080591e-05	0.7538712306	energy_central_metabolism	False	2.385389874e-05	2.260636747e-05	1.304460446e-05
379	PWY0-1338	polymyxin resistance	1.548903681e-05	0.6674816626	other	False	1.84918104e-05	9.926645838e-06	1.760346546e-05
380	METHGLYUT-PWY	superpathway of methylglyoxal degradation	1.485545616e-05	0.8060309698	degradation_utilization	False	1.609654758e-05	1.183910812e-05	1.630596797e-05
381	PWY-6948	sitosterol degradation to androstenedione	1.464310551e-05	0.7766911165	degradation_utilization	False	1.007587051e-05	1.030967898e-05	2.171071505e-05
382	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	1.396294682e-05	0.62999185	biosynthesis	False	7.42046066e-06	1.482720954e-05	1.840286403e-05
383	PWY-6915	pentalenolactone biosynthesis	1.284709143e-05	0.5900570497	biosynthesis	False	9.40176126e-06	1.065163253e-05	1.731572573e-05
384	PWY-7385	1,3-propanediol biosynthesis (engineered)	1.250291089e-05	0.8019559902	biosynthesis	False	1.245820803e-05	1.167657641e-05	1.320219972e-05
385	METH-ACETATE-PWY	methanogenesis from acetate	1.2426528e-05	0.8443357783	energy_central_metabolism	False	9.667936564e-06	1.672237351e-05	1.113850874e-05
386	LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	1.055976187e-05	0.2453137734	biosynthesis	False	1.631558013e-05	6.152750346e-06	9.584882131e-06
387	PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	1.036471759e-05	0.6063569682	biosynthesis	False	1.009553891e-05	4.574707718e-06	1.522996702e-05
388	PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	9.67182702e-06	0.6234718826	biosynthesis	False	5.071295077e-06	1.029373671e-05	1.278248164e-05
389	PWY-5198	factor 420 biosynthesis	9.149590586e-06	0.4449877751	biosynthesis	False	9.837011788e-06	9.797486938e-06	8.089318017e-06
390	PWY-622	starch biosynthesis	8.361383972e-06	0.5264873676	biosynthesis	False	5.102800132e-06	6.06930792e-06	1.276111849e-05
391	VALDEG-PWY	L-valine degradation I	7.577686992e-06	0.662591687	degradation_utilization	False	8.608106413e-06	1.005449133e-05	4.778154342e-06
392	PWY-7084	nitrifier denitrification	6.97625189e-06	0.4286878566	other	False	1.812756219e-05	1.843269655e-06	2.350468769e-06
393	PWY-5656	mannosylglycerate biosynthesis I	6.523823318e-06	0.7538712306	biosynthesis	False	8.116777539e-06	7.386197675e-06	4.580482389e-06
394	AEROBACTINSYN-PWY	aerobactin biosynthesis	6.081828196e-06	0.7204563977	biosynthesis	False	5.088975251e-06	5.939251084e-06	6.975632364e-06
395	PWY-5677	succinate fermentation to butanoate	5.53435907e-06	0.7261613692	energy_central_metabolism	False	3.343929378e-06	5.913881046e-06	6.948371669e-06
396	PWY-1361	benzoyl-CoA degradation I (aerobic)	5.509109017e-06	0.6756316218	degradation_utilization	False	5.310301928e-06	6.678651138e-06	4.725059837e-06
397	PWY-7398	coumarins biosynthesis (engineered)	4.621814609e-06	0.5501222494	biosynthesis	False	3.174144124e-06	2.956361436e-06	7.096648109e-06
398	PWY-1422	vitamin E biosynthesis (tocopherols)	4.328978164e-06	0.37000815	biosynthesis	False	6.101410875e-06	3.560124882e-06	3.555957345e-06
399	PWY-5088	L-glutamate degradation VIII (to propanoate)	4.174231322e-06	0.6544417278	degradation_utilization	False	5.297401496e-06	2.908063037e-06	4.310498859e-06
400	PWY-3941	&beta;-alanine biosynthesis II	3.969936835e-06	0.662591687	biosynthesis	False	4.371775109e-06	4.282228654e-06	3.403550716e-06
401	PWY-4722	creatinine degradation II	3.838906569e-06	0.1841890791	degradation_utilization	False	3.999344828e-06	9.134639979e-07	6.064456332e-06
402	PWY-5823	superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	3.442276581e-06	0.06927465363	biosynthesis	False	6.594504665e-06	1.846966471e-06	2.250682287e-06
403	PWY-6167		3.42177348e-06	0.1140994295	other	False	5.75695234e-08	7.225956633e-06	3.004242026e-06
404	PWY-7046	4-coumarate degradation (anaerobic)	3.223969511e-06	0.7595762021	degradation_utilization	False	2.696284486e-06	2.752800681e-06	4.016826375e-06
405	PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	2.874962113e-06	0.5150774246	biosynthesis	False	2.142976208e-06	2.62081372e-06	3.653715898e-06
406	P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	2.863640434e-06	0.1801140994	degradation_utilization	False	2.487801497e-06	4.380200334e-06	1.939595629e-06
407	PWY-6654		2.711888783e-06	0.1776691117	other	False	1.692887194e-07	5.332887455e-06	2.600594963e-06
408	PWY-6486	D-galacturonate degradation II	2.511803575e-06	0.2355338223	degradation_utilization	False	1.904300864e-06	1.013946214e-06	4.192551809e-06
409	PWY-6145	superpathway of sialic acids and CMP-sialic acids biosynthesis	2.188152927e-06	0.08557457213	biosynthesis	False	3.13768899e-06	2.362630617e-06	1.302702684e-06
410	PWY-5532	adenosine nucleotides degradation IV	2.059239217e-06	0.1792991035	degradation_utilization	False	2.488254504e-07	3.162729631e-06	2.593087473e-06
411	PWY-5177	glutaryl-CoA degradation	1.890293897e-06	0.1801140994	degradation_utilization	False	1.293764139e-06	3.521150204e-06	1.047578322e-06
412	PWY-6349		1.745293819e-06	0.1776691117	other	False	1.915245503e-07	2.903847359e-06	2.033465274e-06
413	P341-PWY	glycolysis V (Pyrococcus)	1.703581278e-06	0.3594132029	energy_central_metabolism	False	1.151746817e-06	1.69937725e-06	2.140045739e-06
414	PWY-6350		1.700949933e-06	0.1776691117	other	False	1.891365277e-07	2.916056933e-06	1.910736472e-06
415	PWY-7286		1.584313707e-06	0.1752241239	other	False	1.076647843e-07	3.232733635e-06	1.418206969e-06
416	PWY-6993	nicotine degradation II (pyrrolidine pathway)	1.437308498e-06	0.5990220049	degradation_utilization	False	1.68321839e-06	1.381711279e-06	1.289004828e-06
417	PWY-7415	tylosin biosynthesis	1.176191108e-06	0.2412387938	biosynthesis	False	4.473945011e-07	3.390708655e-07	2.421033197e-06
418	PWY-6713	L-rhamnose degradation II	9.942334453e-07	0.2559087205	degradation_utilization	False	8.595869573e-07	1.377490996e-06	7.91843924e-07
419	PWY-7316	dTDP-N-acetylviosamine biosynthesis	9.847176378e-07	0.2029339853	biosynthesis	False	3.537378422e-07	3.333284876e-07	2.003501921e-06
420	PWY-7274	D-cycloserine biosynthesis	8.776402533e-07	0.0847595762	biosynthesis	False	1.167804125e-07	1.134058416e-07	2.089060447e-06
421	PWY-6942	dTDP-D-desosamine biosynthesis	7.66853694e-07	0.1980440098	biosynthesis	False	2.578086582e-07	2.581726498e-07	1.575233929e-06
422	PWY-6148	tetrahydromethanopterin biosynthesis	6.678132692e-07	0.1043194784	biosynthesis	False	2.197027265e-08	1.486179561e-06	5.168766398e-07
423	PWY-7644	heparin degradation	5.646769597e-07	0.1067644662	degradation_utilization	False	2.589802136e-07	1.347599801e-07	1.150157042e-06
424	PWY-7014	paromamine biosynthesis I	4.727412209e-07	0.1776691117	biosynthesis	False	1.029955521e-07	8.08338744e-08	1.077935499e-06
425	PWY-7413	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	4.104881366e-07	0.07986960065	biosynthesis	False	4.768288771e-07	2.701592066e-07	4.712192904e-07
426	PWY-6165	chorismate biosynthesis II (archaea)	4.060299324e-07	0.1515892421	biosynthesis	False	1.359405241e-07	3.654410371e-07	6.506240865e-07
427	PWY-5519	D-arabinose degradation III	4.007876685e-07	0.1858190709	degradation_utilization	False	2.144318654e-07	2.594447941e-07	6.606526346e-07
428	PWY-6572	chondroitin sulfate degradation I (bacterial)	2.293358245e-07	0.1572942135	degradation_utilization	False	1.585122523e-07	3.61750878e-07	1.784839964e-07
429	PWY-5634	superpathway of penicillin, cephalosporin and cephamycin biosynthesis	1.603847398e-07	0.008964955175	biosynthesis	False	3.261818377e-09	4.011352588e-07	9.018174207e-08
430	PWY-6143	CMP-pseudaminate biosynthesis	1.570970172e-07	0.02689486553	biosynthesis	False	6.329495997e-10	1.193983108e-08	3.965685806e-07
431	PWY-5737	(5R)-carbapenem carboxylate biosynthesis	1.494216111e-07	0.008964955175	biosynthesis	False	2.489080084e-09	3.796092357e-07	7.971151941e-08
432	PWY-7209	superpathway of pyrimidine ribonucleosides degradation	1.046981644e-07	0.0488997555	degradation_utilization	False	4.759261131e-08	8.436808114e-08	1.658564503e-07
433	PWY-5499	vitamin B6 degradation	1.008747024e-07	0.1687041565	degradation_utilization	False	6.639138731e-08	3.985151198e-08	1.769878433e-07
434	PWY-6977	superpathway of erythromycin biosynthesis	9.319686299e-08	0.1157294214	biosynthesis	False	5.958460826e-08	4.725285084e-08	1.565057815e-07
435	PWY-7110	superpathway of megalomicin A biosynthesis	9.27595118e-08	0.1157294214	biosynthesis	False	5.896720816e-08	4.690447567e-08	1.561382159e-07
436	METHANOGENESIS-PWY	methanogenesis from H2 and CO2	8.881437595e-08	0.07579462103	energy_central_metabolism	False	4.511350027e-09	8.005311895e-08	1.620185206e-07
437	PWY-7106	erythromycin D biosynthesis	6.976323386e-08	0.1157294214	biosynthesis	False	4.235283733e-08	3.435512229e-08	1.197361411e-07
438	PWY-6975	superpathway of erythromycin biosynthesis (without sugar biosynthesis)	6.733197653e-08	0.1157294214	biosynthesis	False	4.13015295e-08	3.32747836e-08	1.151360204e-07
439	PWY-6956	naphthalene degradation to acetyl-CoA	6.359689721e-08	0.007334963325	energy_central_metabolism	False	2.910970198e-08	4.740570444e-09	1.379713637e-07
440	PWY-6565	superpathway of polyamine biosynthesis III	6.223457156e-08	0.0162999185	biosynthesis	False	8.449206069e-08	8.739899602e-08	2.453956802e-08
441	PWY-5679	clavulanate biosynthesis	5.269916136e-08	0.01874490628	biosynthesis	False	7.840875139e-09	1.603996531e-07	1.33501608e-09
442	CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	4.043895925e-08	0.03748981255	degradation_utilization	False	4.908130219e-09	1.064483666e-07	1.526571912e-08
443	PWY-7185	UTP and CTP dephosphorylation I	3.496056207e-08	0.01711491443	other	False	5.061822456e-08	2.82738507e-08	2.804703166e-08
444	PWY5F9-12	biphenyl degradation	3.429373535e-08	0.04074979625	degradation_utilization	False	1.331667011e-08	1.06512909e-08	6.976048558e-08
445	PWY-5427	naphthalene degradation (aerobic)	3.323809355e-08	0.007334963325	degradation_utilization	False	1.478461143e-08	2.375985973e-09	7.252745713e-08
446	PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	2.107341394e-08	0.00488997555	biosynthesis	False	3.77366366e-08	0	2.493470483e-08
447	PWY-3081	L-lysine biosynthesis V	1.44367763e-08	0.01711491443	biosynthesis	False	4.441877566e-09	3.573764983e-08	5.15928582e-09
448	PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	7.513752055e-09	0.01059494703	degradation_utilization	False	5.955036776e-09	1.638532548e-08	1.606099332e-09
449	PWY-7002	4-hydroxyacetophenone degradation	5.464692149e-09	0.004074979625	degradation_utilization	False	1.075352167e-08	0	5.706470896e-09
450	PWY-6141		4.744351259e-09	0.00814995925	other	False	0	0	1.22812637e-08
451	PWY-7528		4.503607598e-09	0.0032599837	other	False	0	1.330022239e-09	1.058900432e-08
452	PWY-5757	fosfomycin biosynthesis	3.617634945e-09	0.004074979625	biosynthesis	False	6.744256032e-09	2.754196449e-09	1.857860732e-09
453	PWY-7354	aclacinomycin biosynthesis	2.17458966e-09	0.01059494703	biosynthesis	False	7.036148653e-10	1.299085453e-09	4.032753641e-09
454	PWY-7022		9.269456402e-10	0.01548492258	other	False	7.031359327e-11	4.899645654e-10	1.950483427e-09
455	BENZCOA-PWY	anaerobic aromatic compound degradation (Thauera aromatica)	8.897220463e-10	0.004074979625	degradation_utilization	False	8.396363312e-10	0	1.644186151e-09
456	PWY-7015		7.809167422e-10	0.01548492258	other	False	7.031359327e-11	3.957459652e-10	1.648204585e-09
457	PWY-7020		7.426614718e-10	0.01548492258	other	False	7.031359327e-11	3.703512555e-10	1.569588905e-09
458	PWY-7019		6.487141191e-10	0.01548492258	other	False	7.031359327e-11	3.376969065e-10	1.352643557e-09
459	PWY-5184	toluene degradation VI (anaerobic)	3.293654827e-10	0.000814995925	degradation_utilization	False	0	0	8.5259799e-10
460	PWY-5789	3-hydroxypropanoate/4-hydroxybutanate cycle	2.934692021e-10	0.000814995925	other	True	0	0	7.596766056e-10
461	PWY-7031		2.289506979e-10	0.000814995925	other	False	0	0	5.926635155e-10
462	PWY-7401		3.504842676e-11	0.000814995925	other	False	0	1.128724925e-10	0
